comment,code,non-information
"The action for pasting entries or cell contents. - more robust detection of available content flavors (doesn't only look at first one offered) - support for parsing string-flavor clipboard contents which are bibtex entries. This allows you to (a) paste entire bibtex entries from a text editor, web browser, etc (b) copy and paste entries between multiple instances of JabRef (since only the text representation seems to get as far as the X clipboard, at least on my system)","actions.put(Actions.PASTE, this::paste);",no
The action for copying the selected entry's key.,"actions.put(Actions.COPY_KEY, this::copyKey);",yes
The action for copying the selected entry's title.,"actions.put(Actions.COPY_TITLE, this::copyTitle);",yes
The action for copying a cite for the selected entry.,"actions.put(Actions.COPY_CITE_KEY, this::copyCiteKey);",no
The action for copying the BibTeX keys as hyperlinks to the urls of the selected entries,"actions.put(Actions.COPY_KEY_AND_LINK, new CopyBibTeXKeyAndLinkAction(mainTable, Globals.clipboardManager));",no
Collect all non-null titles.,List<String> titles = selectedBibEntries.stream(),no
All entries had titles.,"output(Localization.lang(""Copied"") + "" '"" + JabRefDialogService.shortenDialogMessage(copiedTitles) + ""'."");",no
Collect all non-null keys.,for (BibEntry be : bes) {,yes
All entries had keys.,"output(Localization.lang(""Copied"") + "" '"" + JabRefDialogService.shortenDialogMessage(copiedCiteCommand) + ""'."");",no
Collect all non-null keys.,for (BibEntry be : bes) {,yes
All entries had keys.,"output(Localization.lang(""Copied"") + "" '"" + JabRefDialogService.shortenDialogMessage(copiedKeys) + ""'."");",no
"OK: in a future version, this string should be configurable to allow arbitrary exports","StringReader sr = new StringReader(""\\bibtexkey - \\begin{title}\\format[RemoveBrackets]{\\title}\\end{title}\n"");",no
Collect all non-null keys.,for (BibEntry be : bes) {,yes
All entries had keys.,"output(Localization.lang(""Copied"") + "" '"" + JabRefDialogService.shortenDialogMessage(copiedKeysAndTitles) + ""'."");",no
Set owner and timestamp,"UpdateField.setAutomaticFields(bibEntry, true, true, Globals.prefs.getUpdateFieldPreferences());",no
Create an UndoableInsertEntry object.,"getUndoManager().addEdit(new UndoableInsertEntry(bibDatabaseContext.getDatabase(), bibEntry));",yes
The database just changed.,markBaseChanged();,yes
Focus field and entry in main table (async to give entry editor time to load),entryEditor.setFocusToField(field);,no
Add the listener that binds selection to state manager (TODO: should be replaced by proper JavaFX binding as soon as table is implemented in JavaFX),mainTable.addSelectionListener(listEvent -> Globals.stateManager.setSelectedEntries(mainTable.getSelectedEntries()));,no
Update entry editor and preview according to selected entries,mainTable.addSelectionListener(event -> mainTable.getSelectedEntries(),no
TODO: Register these actions globally,/*,no
restore last splitting state (before mainTable is created as creation affects the stored size of the entryEditors),adjustSplitter();,no
Set up name autocompleter for search:,instantiateSearchAutoCompleter();,yes
"Saves the divider position as soon as it changes We need to keep a reference to the subscription, otherwise the binding gets garbage collected","dividerPositionSubscription = EasyBind.monadic(Bindings.valueAt(splitPane.getDividers(), 0))",no
create changeMonitor and changePane so we get notifications about outside changes to the file.,resetChangeMonitorAndChangePane();,no
"if the database is not empty and no file is assigned, the database came from an import and has to be treated somehow -> mark as changed",this.baseChanged = true;,no
Ensure that the suggestion providers are in sync with entries,CoarseChangeFilter changeFilter = new CoarseChangeFilter(bibDatabaseContext);,no
Create empty suggestion providers if auto completion is deactivated,suggestionProviders = new SuggestionProviders();,no
Put an asterisk behind the filename to indicate the database has changed.,frame.setWindowTitle();,no
Run the search operation:,FileFinder fileFinder = FileFinders.constructFromConfiguration(Globals.prefs.getAutoLinkPreferences());,no
Automatically add new entry to the selected group (or set of groups),if (Globals.prefs.getBoolean(JabRefPreferences.AUTO_ASSIGN_GROUP)) {,no
IMO only used to update the status (found X entries),DefaultTaskExecutor.runInJavaFXThread(() -> frame.getGlobalSearchBar().performSearch());,no
"No URL or DOI found in the ""url"" and ""doi"" fields. Look for web links in the ""file"" field as a fallback:",,no
Useful for checking out new algorithm improvements and thresholds. Not used inside the JabRef code itself.,public class CrossrefFetcherEvaluator {,no
"This method takes care of creating dependencies. By default, it just creates a new instance of the class. Dependencies without default constructor are constructed by hand.",private static Object createDependency(Class<?> clazz) {,no
Use our own method to construct dependencies,Injector.setInstanceSupplier(DefaultInjector::createDependency);,no
This interface provides methods to create dialogs and show them to the user.,public interface DialogService {,no
"This will create and display new {@link ChoiceDialog} of type T with a default choice and a collection of possible choices  @implNote The implementation should accept {@code null} for {@code defaultChoice}, but callers should use {@link #showChoiceDialogAndWait(String, String, String, Collection)}.","<T> Optional<T> showChoiceDialogAndWait(String title, String content, String okButtonLabel, T defaultChoice, Collection<T> choices);",no
This will create and display new {@link TextInputDialog} with a text fields to enter data,"Optional<String> showInputDialogAndWait(String title, String content);",no
This will create and display new {@link TextInputDialog} with a text field with a default value to enter data,"Optional<String> showInputDialogWithDefaultAndWait(String title, String content, String defaultValue);",yes
"This will create and display a new information dialog. It will include a blue information icon on the left and a single OK Button. To create an information dialog with custom buttons see also {@link #showCustomButtonDialogAndWait(Alert.AlertType, String, String, ButtonType...)}","void showInformationDialogAndWait(String title, String content);",no
"This will create and display a new information dialog. It will include a yellow warning icon on the left and a single OK Button. To create a warning dialog with custom buttons see also {@link #showCustomButtonDialogAndWait(Alert.AlertType, String, String, ButtonType...)}","void showWarningDialogAndWait(String title, String content);",no
"This will create and display a new error dialog. It will include a red error icon on the left and a single OK Button. To create a error dialog with custom buttons see also {@link #showCustomButtonDialogAndWait(Alert.AlertType, String, String, ButtonType...)}","void showErrorDialogAndWait(String title, String content);",no
Create and display error dialog displaying the given exception. @param message   the error message @param exception the exception causing the error,"void showErrorDialogAndWait(String message, Throwable exception);",yes
 Create and display error dialog displaying the given exception. @param exception the exception causing the error,"void showErrorDialogAndWait(String title, String content, Throwable exception);",yes
Create and display error dialog displaying the given message.,void showErrorDialogAndWait(String message);,yes
"This will create and display a new confirmation dialog. It will include a blue question icon on the left and a OK and Cancel button. To create a confirmation dialog with custom buttons see also {@link #showCustomButtonDialogAndWait(Alert.AlertType, String, String, ButtonType...)}","boolean showConfirmationDialogAndWait(String title, String content);",no
"Create and display a new confirmation dialog. It will include a blue question icon on the left and a OK (with given label) and Cancel button. To create a confirmation dialog with custom buttons see also {@link #showCustomButtonDialogAndWait(Alert.AlertType, String, String, ButtonType...)}.","boolean showConfirmationDialogAndWait(String title, String content, String okButtonLabel);",no
