comment,code,non-information
 Tests if we running acceptable Java and terminates JabRef when we sure version not supported test uses requirements for Java version as specified in < code > gradle.build</code > It possible to define minimum version including built number and to indicate whether Java 9 can used it currently ca n't It tries to compare version number to version of currently running JVM check optimistic and will rather return true even if we could not exactly determine version < p > Note Users with very old version like 1.6 will not profit from since class versions incompatible and JabRef wo n't even start Currently JabRef wo n't start with Java 9 either but warning that it can not used with version helpful anyway to prevent users to update from old 1.8 directly to version 9 Additionally we soon might JabRef start with Java 9 but not perfectly compatible Therefore we should leave Java 9 check alive,private static void ensureCorrectJavaVersion() {,no
 Subscribe to type changes for rebuilding currently visible tab,"typeSubscription = EasyBind.subscribe(this.entry.typeProperty(), type -> {",yes
 May happen during initialization > just ignore,continue;,no
 Look for last in link and return following characters gives extension for most reasonably named links,public static Optional<String> getSuffix(final String link) {,no
 selected group show entries,return Optional.empty();,no
 Headings,"private final List<String> columnHeadings = Arrays.asList(Localization.lang(""Field""),",yes
 XTextContent interface,"XTextContent xTextContent = UnoRuntime.queryInterface(XTextContent.class, bookmark);",yes
 Method to change currentAbbrevaition property to new abbreviation,"public void editAbbreviation(String name, String abbreviation) {",yes
 Update merged entry,private void updateMergedEntry() {,yes
 release panel from save status,panel.setSaving(false);,yes
 Set text of of boxes,if (exporter != null) {,yes
 nothing,} else if (answer == DuplicateResolverDialog.DuplicateResolverResult.KEEP_MERGE) {,yes
 class represents removal of entry constructor needs references to database entry and map of open entry editors latter to able to close entry 's editor if it opened before insert undone,public class UndoableInsertEntry extends AbstractUndoableJabRefEdit {,no
 method called to indicate that settings panel returned from getSettingsPanel method shown to user and that user indicated that settings should stored method must store state of widgets in settings panel to Globals.prefs,public void storeSettings() {,no
 Check given possible suggestion match valid suggestion,"protected abstract boolean isMatch(T suggestion, ISuggestionRequest request);",yes
 Read name format options MK,final boolean namesNatbib = Globals.prefs.getBoolean(JabRefPreferences.NAMES_NATBIB); //MK:,yes
 method inserts cite marker in text for given BibEntry and may refresh bibliography,"public void insertEntry(List<BibEntry> entries, BibDatabase database,",no
 FIXME Move to viewModel until fieldFormatterCleanupsPanel property implemented,MetaData metaData = panel.getBibDatabaseContext().getMetaData();,no
 Since directory not exist we can not move it to there So option not checked regardless of presets stored in preferences,cleanUpMovePDF.setDisable(true);,no
 TODO reflective access should removed,"Field privatePopup = AutoCompletionBinding.class.getDeclaredField(""autoCompletionPopup"");",no
 ensure that there always only one AllEntriesGroup,if (newGroups.getGroup() instanceof AllEntriesGroup) {,no
 Class for manipulating Bibliography of currently start document in OpenOffice,class OOBibBase {,no
 Check for running JabRef,if (!handleMultipleAppInstances(arguments) || argumentProcessor.shouldShutDown()) {,no
 MacAdapter calls method when About selected from application menu,public void about() {,no
 TODO bit smarter and try to infer correct icon for example using @link ExternalFileTypes#getExternalFileTypeByName(String,public JabRefIcon getTypeIcon() {,no
 Restore focus to field run async so editor already initialized correctly,selectedFieldName.ifPresent(this::requestFocus);,no
 page number of current page in document,public abstract int getPageNumber();,yes
 First see if stripped link gives reasonable suffix,String suffix;,no
 Hide progress indicator if finished over 70 % loaded,"browser.getEngine().getLoadWorker().progressProperty().addListener((observable, oldValue, newValue) -> {",no
 fields,for (Field field : jointFields) {,yes
 Ask if keys should generated,"boolean citePressed = dialogService.showConfirmationDialogAndWait(Localization.lang(""Cite""),",yes
 quote String so explorer handles URL query strings correctly,"String quotePath = ""\"""" + filePath + ""\"""";",no
 class provides model for abbreviation files It actually n't save files as objects but rather saves paths also allows to specify pseudo files as placeholder objects,public class AbbreviationsFileViewModel {,no
 Set language to None,"xCursorProps.setPropertyValue(""CharLocale"", new Locale(""zxx"", """", """"));",no
 To align with buttons below also 0.5em padding,"info.setStyle(""-fx-padding: 0.5em 0 0.5em 0;"");",no
 TODO switch Icon color searchIcon.setIcon(IconTheme JabRefIcon SEARCH.getIcon,},no
 entry currently shown,private Optional<BibEntry> entry = Optional.empty();,no
 setting multi value special field setted value displayed too,"String[] allParams = {viewModel.getLocalization(), params[0], params[1]};",no
 First hide old page and show background instead recalculate size of background to make sure correct,background.setWidth(getDesiredWidth());,no
 For reason graphic not set correctly so let 's fix,"setGraphic(menu, action);",no
 Exception used to indicate that plugin attempted to set character format not defined in current OpenOffice document,class UndefinedCharacterFormatException extends Exception {,no
 Submits one shot task becomes enabled after given delay,"<V> Future<?> schedule(BackgroundTask<V> task, long delay, TimeUnit unit);",no
 css folder,OPEN(MaterialDesignIcon.FOLDER_OUTLINE),no
 Action may only used in menu or button Never in entry editor FileListEditor and EntryEditor other ways to update file links,public class AutoLinkFilesAction extends SimpleCommand {,no
 backwards compatibility stub,"public static XComponentContext createInitialComponentContext(Hashtable<String, Object> context_entries) throws Exception {",no
 Swing,requires java.desktop;,yes
 Preferences and XML,requires java.prefs;,yes
 Annotations @PostConstruct,requires java.annotation;,yes
 Libre Office,requires org.jabref.thirdparty.libreoffice;,yes
 mocking class used as placeholder for real Oracle JDBC drivers to prevent build errors,public class DatabaseChangeEvent {,no
 data,},no
 mocking class used as placeholder for real Oracle JDBC drivers to prevent build errors,public interface DatabaseChangeListener {,no
 mocking class used as placeholder for real Oracle JDBC drivers to prevent build errors,public class DatabaseChangeRegistration {,no
 nothing,},yes
 FIXME Reuse SearchWorker here,"SearchQuery searchQuery = new SearchQuery(""Journal Title 500"", false, false);",no
 FIXME Reuse SearchWorker here,"SearchQuery searchQuery = new SearchQuery(""Journal Title 500"", false, false);",no
 mocking class used as placeholder for real Oracle JDBC drivers to prevent build errors,public class OracleConnection implements Connection {,no
 mocking class used as placeholder for real Oracle JDBC drivers to prevent build errors,public class OracleDriver {,no
 mocking class used as placeholder for real Oracle JDBC drivers to prevent build errors,public class OracleStatement {,no
 package contains stubs for oracle.jdbc to prevent build errors if non - distributable oraclejdbdc6.jar unavailable in classpath,package oracle.jdbc;,no
 empty,},yes
 Annotation to indicate that usage of ApacheCommonsLang3 explicitly allowed intention to fully switch to Google Guava and only use Apache Commons Lang3 if there other possibility,public @interface ApacheCommonsLang3Allowed {,no
 rationale,String value();,yes
 print statistics,System.out.println(new AuxParserResultViewModel(result).getInformation(true));,no
 Defines different modes that BasePanel can operate in,,no
 Puts content onto clipboard,public void setContent(ClipboardContent content) {,yes
 String residing on clipboard text found on Clipboard if none found return empty String,public String getContents() {,yes
 Will open file like importFile but will also request JabRef to focus on database,private static Optional<ParserResult> importToOpenBase(String argument) {,no
 Run entry fetcher from command line,private Optional<ParserResult> fetch(String fetchCommand) {,no
 Download web resource to temporary file,try {,yes
 means guess format,"System.out.println(Localization.lang(""Importing in unknown format"") + "": "" + file);",no
 Check if we should reset preferences to default values,if (cli.isPreferencesReset()) {,no
 Check if we should import preferences from file,if (cli.isPreferencesImport()) {,yes
 List to put imported / loaded database(s in,List<ParserResult> loaded = importAndOpenFiles();,yes
 enables blanks within search term $ stands for blank,"String searchTerm = data[0].replace(""\\$"", "" "");",no
 export matches,if (!matches.isEmpty()) {,no
 read in export format take default format if format entered,switch (data.length) {,no
 default exporter HTML table with Abstract & BibTeX,"formatName = ""tablerefsabsbib"";",no
 export new database,Optional<Exporter> exporter = Globals.exportFactory.getExporterByName(formatName);,no
 Leftover arguments bib extension interpreted as BIB files to open Other files and files could not opened as bib we try to import instead,"boolean bibExtension = aLeftOver.toLowerCase(Locale.ENGLISH).endsWith(""bib"");",no
 We will try to import file Normally we will import it into new tab but if import initiated by instance through remote listener we will instead import it into current library will enable easy integration with web browsers can open reference file in JabRef,if (startupMode == Mode.INITIAL_START) {,no
 write output if something could resolved,if ((newBase != null) && newBase.hasEntries()) {,no
 Show just warning message if encoding not work for characters,if (fileWriter.hasEncodingProblems()) {,yes
 signals that latest import should stored in BibTeX format to given file,if (!loaded.isEmpty()) {,no
 signals that latest import should stored in given format to given file,ParserResult pr = loaded.get(loaded.size() - 1);,no
 Set global variable for database 's file directory before exporting so formatters can resolve linked files correctly ugly hack,File theFile = pr.getFile().get();,no
" String clearSearch clearSearch mainTable.getInputMap().put(Globals.getKeyPrefs().getKey(KeyBinding CLEAR_SEARCH clearSearch mainTable.getActionMap().put(clearSearch new AbstractAction @Override public void actionPerformed(ActionEvent e // need to close here b / c action overshadows responsible actions when main table selected switch mode case SHOWING_NOTHING frame.getGlobalSearchBar().endSearch break case SHOWING_PREVIEW getPreviewPanel().close break case SHOWING_EDITOR case WILL_SHOW_EDITOR entryEditorClosing(getEntryEditor break default LOGGER.warn(""unknown BasePanelMode + mode + doing nothing break mainTable.getActionMap().put(Actions CUT new AbstractAction @Override public void actionPerformed(ActionEvent e try runCommand(Actions CUT catch Throwable ex LOGGER.warn(""Could not cut ex mainTable.getActionMap().put(Actions COPY new AbstractAction @Override public void actionPerformed(ActionEvent e try runCommand(Actions COPY catch Throwable ex LOGGER.warn(""Could not copy ex mainTable.getActionMap().put(Actions PASTE new AbstractAction @Override public void actionPerformed(ActionEvent e try runCommand(Actions PASTE catch Throwable ex LOGGER.warn(""Could not paste ex",},no
 search can lead to unexpected 100 % CPU usage perceived as bug if search incidentally starts at directory with lots of stuff below It now disabled by default,private class SearchAutoCompleteListener {,no
 Returns collection of suggestion providers populated from current library,public SuggestionProviders getSuggestionProviders() {,no
 Generates and copies citations based on selected entries to clipboard @param outputFormat desired @link CitationStyleOutputFormat,private void copyCitationToClipboard(CitationStyleOutputFormat outputFormat) {,no
 Removes selected entries from database @param cut If false user will asked if he really wants to delete entries and it will localized as deleted If true action will localized as cut,public void delete(boolean cut) {,no
 method called from JabRefFrame if database specific action requested by user Runs command if it defined or prints error message to standard error stream,public void runCommand(final Actions command) {,no
 method called from JabRefFrame when user wants to create new entry bibEntry new entry,public void insertEntry(final BibEntry bibEntry) {,no
 Set up auto completion for database,private void setupAutoCompletion() {,yes
 Sets entry editor as bottom component in split pane If entry editor already shown makes sure that divider n't move Updates mode to SHOWING_EDITOR Then shows given entry.@param entry entry to edit,public void showAndEdit(BibEntry entry) {,no
 method selects given entry and scrolls it into view in table If entryEditor shown it given focus afterwards,public void clearAndSelect(final BibEntry bibEntry) {,no
 method called from EntryEditor when it should closed We relay to selection listener takes care of rest,public void entryEditorClosing() {,no
 Closes entry editor if it showing given entry,private void ensureNotShowingBottomPanel(BibEntry entry) {,no
 Depending on whether preview or entry editor showing save current divider location in correct preference setting,private void saveDividerLocation(Number position) {,no
 array containing currently selected entries array stable and not changed if selection changes list containing selected entries never null,public List<BibEntry> getSelectedEntries() {,no
 Set query user currently searches while basepanel active,public void setCurrentSearchQuery(Optional<SearchQuery> currentSearchQuery) {,no
 Ensures that search auto completer up to date when entries changed AKA Let auto completer if harvest words from entry Actual methods for autocomplete indexingmust run in javafx thread,private class SearchAutoCompleteListener {,no
 Ensures that results of current search updated when new entry inserted into database Actual methods for performing search must run in javafx thread,private class SearchListener {,no
 Keeps track of string dialog if it open,"private final Map<Actions, BaseAction> actions = new HashMap<>();",no
 To contain instantiated entry editors to save time As most enums must not null,private BasePanelMode mode = BasePanelMode.SHOWING_NOTHING;,no
 AutoCompleter used in search bar,private PersonNameSuggestionProvider searchAutoCompleter;,yes
 Used to track whether base changed since last save,private BibEntry showing;,no
 query user searches when BasePanel active,private Optional<SearchQuery> currentSearchQuery = Optional.empty();,no
 ensure that at addition of new entry entry added to groups interface,this.bibDatabaseContext.getDatabase().registerListener(new GroupTreeListener());,no
 ensure that entry changes mark panel as changed,this.bibDatabaseContext.getDatabase().registerListener(this);,no
 check if file modified,"String changeFlag = isModified() && !isAutosaveEnabled ? ""*"" : """";",yes
 if database not empty and file assigned database came from import and to treated somehow > mark as changed also happens internally at basepanel to ensure consistency line 224,title.append('*');,no
 action for copying selected entries,"actions.put(Actions.COPY, this::copy);",yes
 action for pasting entries or cell contents more robust detection of available content flavors n't only look at first one offered support for parsing string flavor clipboard contents bibtex entries allows you to paste entire bibtex entries from text editor web browser etc b copy and paste entries between multiple instances of JabRef since only text representation seems to as far as X clipboard at least on system,"actions.put(Actions.PASTE, this::paste);",no
 action for copying selected entry 's key,"actions.put(Actions.COPY_KEY, this::copyKey);",yes
 action for copying selected entry 's title,"actions.put(Actions.COPY_TITLE, this::copyTitle);",yes
 action for copying cite for selected entry,"actions.put(Actions.COPY_CITE_KEY, this::copyCiteKey);",no
 action for copying BibTeX keys as hyperlinks to urls of selected entries,"actions.put(Actions.COPY_KEY_AND_LINK, new CopyBibTeXKeyAndLinkAction(mainTable, Globals.clipboardManager));",no
 Collect non - null titles,List<String> titles = selectedBibEntries.stream(),no
 entries titles,"output(Localization.lang(""Copied"") + "" '"" + JabRefDialogService.shortenDialogMessage(copiedTitles) + ""'."");",no
 Collect non - null keys,for (BibEntry be : bes) {,yes
 entries keys,"output(Localization.lang(""Copied"") + "" '"" + JabRefDialogService.shortenDialogMessage(copiedCiteCommand) + ""'."");",no
 Collect non - null keys,for (BibEntry be : bes) {,yes
 entries keys,"output(Localization.lang(""Copied"") + "" '"" + JabRefDialogService.shortenDialogMessage(copiedKeys) + ""'."");",no
 OK in future version string should configurable to allow arbitrary exports,"StringReader sr = new StringReader(""\\bibtexkey - \\begin{title}\\format[RemoveBrackets]{\\title}\\end{title}\n"");",no
 Collect non - null keys,for (BibEntry be : bes) {,yes
 entries keys,"output(Localization.lang(""Copied"") + "" '"" + JabRefDialogService.shortenDialogMessage(copiedKeysAndTitles) + ""'."");",no
 Set owner and timestamp,"UpdateField.setAutomaticFields(bibEntry, true, true, Globals.prefs.getUpdateFieldPreferences());",no
 Create UndoableInsertEntry object,"getUndoManager().addEdit(new UndoableInsertEntry(bibDatabaseContext.getDatabase(), bibEntry));",yes
 database just changed,markBaseChanged();,yes
 Focus field and entry in main table async to give entry editor time to load,entryEditor.setFocusToField(field);,no
 Add listener binds selection to state manager TODO should replaced by proper JavaFX binding as soon as table implemented in JavaFX,mainTable.addSelectionListener(listEvent -> Globals.stateManager.setSelectedEntries(mainTable.getSelectedEntries()));,no
 Update entry editor and preview according to selected entries,mainTable.addSelectionListener(event -> mainTable.getSelectedEntries(),no
 TODO Register actions globally,/*,no
 restore last splitting state before mainTable created as creation affects stored size of entryEditors,adjustSplitter();,no
 Set up name autocompleter for search,instantiateSearchAutoCompleter();,yes
 Saves divider position as soon as it changes We need to keep reference to subscription otherwise binding gets garbage collected,"dividerPositionSubscription = EasyBind.monadic(Bindings.valueAt(splitPane.getDividers(), 0))",no
 create changeMonitor and changePane so we get notifications about outside changes to file,resetChangeMonitorAndChangePane();,no
 if database not empty and file assigned database came from import and to treated somehow > mark as changed,this.baseChanged = true;,no
 Ensure that suggestion providers in sync with entries,CoarseChangeFilter changeFilter = new CoarseChangeFilter(bibDatabaseContext);,no
 Create empty suggestion providers if auto completion deactivated,suggestionProviders = new SuggestionProviders();,no
 Put asterisk behind filename to indicate database changed,frame.setWindowTitle();,no
 Run search operation,FileFinder fileFinder = FileFinders.constructFromConfiguration(Globals.prefs.getAutoLinkPreferences());,no
 Automatically add new entry to selected group or set of groups,if (Globals.prefs.getBoolean(JabRefPreferences.AUTO_ASSIGN_GROUP)) {,no
 IMO only used to update status found X entries,DefaultTaskExecutor.runInJavaFXThread(() -> frame.getGlobalSearchBar().performSearch());,no
 URL or DOI found in url and doi fields Look for web links in file field as fallback,,no
 Useful for checking out new algorithm improvements and thresholds Not used inside JabRef code itself,public class CrossrefFetcherEvaluator {,no
 method takes care of creating dependencies By default it just creates new instance of class Dependencies without default constructor constructed by hand,private static Object createDependency(Class<?> clazz) {,no
 Use own method to construct dependencies,Injector.setInstanceSupplier(DefaultInjector::createDependency);,no
 interface provides methods to create dialogs and show them to user,public interface DialogService {,no
 will create and display new @link ChoiceDialog of type T with default choice and collection of possible choices   @implNote implementation should accept @code null for @code defaultChoice but callers should use @link # showChoiceDialogAndWait(String String String Collection,"<T> Optional<T> showChoiceDialogAndWait(String title, String content, String okButtonLabel, T defaultChoice, Collection<T> choices);",no
 will create and display new @link TextInputDialog with text fields to enter data,"Optional<String> showInputDialogAndWait(String title, String content);",no
 will create and display new @link TextInputDialog with text field with default value to enter data,"Optional<String> showInputDialogWithDefaultAndWait(String title, String content, String defaultValue);",yes
 will create and display new information dialog It will include blue information icon on left and single OK Button To create information dialog with custom buttons see also @link # showCustomButtonDialogAndWait(Alert AlertType String String ButtonType,"void showInformationDialogAndWait(String title, String content);",no
 will create and display new information dialog It will include yellow warning icon on left and single OK Button To create warning dialog with custom buttons see also @link # showCustomButtonDialogAndWait(Alert AlertType String String ButtonType,"void showWarningDialogAndWait(String title, String content);",no
 will create and display new error dialog It will include red error icon on left and single OK Button To create error dialog with custom buttons see also @link # showCustomButtonDialogAndWait(Alert AlertType String String ButtonType,"void showErrorDialogAndWait(String title, String content);",no
 Create and display error dialog displaying given exception @param message    error message @param exception exception causing error,"void showErrorDialogAndWait(String message, Throwable exception);",yes
   Create and display error dialog displaying given exception @param exception exception causing error,"void showErrorDialogAndWait(String title, String content, Throwable exception);",yes
 Create and display error dialog displaying given message,void showErrorDialogAndWait(String message);,yes
 will create and display new confirmation dialog It will include blue question icon on left and OK and Cancel button To create confirmation dialog with custom buttons see also @link # showCustomButtonDialogAndWait(Alert AlertType String String ButtonType,"boolean showConfirmationDialogAndWait(String title, String content);",no
 Create and display new confirmation dialog It will include blue question icon on left and OK with given label and Cancel button To create confirmation dialog with custom buttons see also @link # showCustomButtonDialogAndWait(Alert AlertType String String ButtonType,"boolean showConfirmationDialogAndWait(String title, String content, String okButtonLabel);",no
 Create and display new confirmation dialog It will include blue question icon on left and OK with given label and Cancel also with given label button To create confirmation dialog with custom buttons see also @link # showCustomButtonDialogAndWait(Alert AlertType String String ButtonType true if use clicked OK otherwise false,"boolean showConfirmationDialogAndWait(String title, String content, String okButtonLabel, String cancelButtonLabel);",no
" Create and display new confirmation dialog It will include blue question icon on left and YES with given label and Cancel also with given label button To create confirmation dialog with custom buttons see also @link # showCustomButtonDialogAndWait(Alert AlertType String String ButtonType Moreover dialog contains opt out checkbox with given text to support not ask again""-behaviour","boolean showConfirmationDialogWithOptOutAndWait(String title, String content,",no
" Create and display new confirmation dialog It will include blue question icon on left and YES with given label and Cancel also with given label button To create confirmation dialog with custom buttons see also @link # showCustomButtonDialogAndWait(Alert AlertType String String ButtonType Moreover dialog contains opt out checkbox with given text to support not ask again""-behaviour","boolean showConfirmationDialogWithOptOutAndWait(String title, String content,",no
 Shows custom dialog and returns result @param dialog dialog to show < R >     type of result,<R> Optional<R> showCustomDialogAndWait(Dialog<R> dialog);,yes
 Constructs and shows canceable ProgressDialog Clicking cancel will cancel underlying service and close dialog @param title title of dialog @param content message to show above progress bar @param task Task executes work and for to show dialog,"<V> void showProgressDialogAndWait(String title, String content, Task<V> task);",no
,void notify(String message);,no
 Shows new file save dialog method n't return until displayed file save dialog dismissed return value specifies file chosen by user or empty Optional if selection made After file selected given file dialog configuration updated with selected extension type if,Optional<Path> showFileSaveDialog(FileDialogConfiguration fileDialogConfiguration);,no
   Shows new file open dialog method n't return until displayed open dialog dismissed return value specifies file chosen by user or empty Optional if selection made After file selected given file dialog configuration updated with selected extension type if selected file or empty Optional if file selected,Optional<Path> showFileOpenDialog(FileDialogConfiguration fileDialogConfiguration);,no
 Shows new file open dialog method n't return until displayed open dialog dismissed return value specifies files chosen by user or empty List if selection made selected files or empty List if file selected,List<Path> showFileOpenDialogAndGetMultipleFiles(FileDialogConfiguration fileDialogConfiguration);,no
 Shows new directory selection dialog method n't return until displayed open dialog dismissed return value specifies file chosen by user or empty Optional if selection made selected directory or empty Optional if directory selected,Optional<Path> showDirectorySelectionDialog(DirectoryDialogConfiguration directoryDialogConfiguration);,no
 Displays Print Dialog Allow user to update job state such as printer and settings changes will available in appropriate properties after print dialog returned print dialog also used to confirm user wants to proceed with printing,boolean showPrintDialog(PrinterJob job);,no
 Shows new dialog list files contained in given archive and lets user select one of files method n't return until displayed open dialog dismissed return value specifies file chosen by user or empty Optional if selection made selected file or empty Optional if file selected,Optional<Path> showFileOpenFromArchiveDialog(Path archivePath) throws IOException;,no
 Contains different @link DataFormat}s may occur in JabRef,public class DragAndDropDataFormats {,no
 Dialog prompts user to choose type for entry Returns null if canceled,public class EntryTypeView extends BaseDialog<EntryType> {,no
 buttonType will always cancel even if we pressed one of entry type buttons,return type;,no
 we set managed property so that they will only rendered when they visble so that Nodes only take space when visible avoids removing and adding from scence graph,bibTexTitlePane.managedProperty().bind(bibTexTitlePane.visibleProperty());,no
 nothing,break;,yes
 class provides super class for dialogs implemented in JavaFX To create custom JavaFX dialog one should create instance of class and set dialog pane through inherited @link Dialog#setDialogPane(DialogPane method dialog can shown via @link Dialog#show or @link Dialog#showAndWait layout of pane should defined in external fxml file and loaded it via @link FXMLLoader,public class FXDialog extends Alert {,no
 field initialized upon startup Only GUI code allowed to access it logic code should use dependency injection,public static JournalAbbreviationLoader journalAbbreviationLoader;,no
 field initialized upon startup Only GUI code allowed to access it logic code should use dependency injection,public static ProtectedTermsLoader protectedTermsLoader;,no
 Manager for state of GUI,,no
 Remote listener,public static final RemoteListenerServerLifecycle REMOTE_LISTENER = new RemoteListenerServerLifecycle();,yes
 In main program field initialized in JabRef.java test case initializes field if required,public static JabRefPreferences prefs;,no
 Key binding preferences,private static KeyBindingRepository keyBindingRepository;,no
 Key binding preferences,public static synchronized KeyBindingRepository getKeyPrefs() {,yes
 Background tasks,public static void startBackgroundTasks() throws JabRefException {,yes
 FIXME Workaround for bug https://github.com/Microsoft/ApplicationInsights-Java/issues/662,SDKShutdownActivity.INSTANCE.stopAll();,no
 Static variables for graphics files and keyboard shortcuts,public class GUIGlobals {,no
 Perform initializations only used in graphical mode to prevent Xlib connection to 0.0 refused by server error when access to X server on Un*x unavailable,public static void init() {,no
 add additional space to improve appearance,public static final int WIDTH_ICON_COL = 16 + 12;,no
 Width of Ranking Icon Column,public static final int WIDTH_ICON_COL_RANKING = 5 * 16;,yes
 Set up entry editor colors first time,GUIGlobals.updateEntryEditorColors();,no
 update preferences,"Globals.prefs.putInt(JabRefPreferences.FONT_SIZE, size);",yes
 Number of characters per line,private static final int WIDTH = 100;,no
 boolean options,"options.addOption(""h"", ""help"", false, Localization.lang(""Display help on command line options""));",no
 class provides methods to create default JavaFX dialogs will also work on top of Swing windows created dialogs instances of @link FXDialog class available dialogs in class useful for displaying small information graphic dialogs rather than complex windows For more complex dialogs it advised to rather create new sub class of @link FXDialog,public class JabRefDialogService implements DialogService {,no
 Need to force alert to layout in order to grab graphic as we replacing dialog pane with custom pane,alert.getDialogPane().applyCss();,no
 Create new dialog pane checkbox instead of hide / show details button Use supplied callback for action of checkbox,alert.setDialogPane(new DialogPane() {,no
 Fool dialog into thinking there expandable content group wo n't take up space if it children,alert.getDialogPane().setExpandableContent(new Group());,no
 JabRef Launcher,public class JabRefLauncher {,yes
 side pane displayed at left side of JabRef and shows instances of @link SidePaneComponent,public class SidePane extends BorderPane {,no
 Override method if component needs to make changes before it can close,public void beforeClosing() {,no
 Override method if component needs to actions after it shown,public void afterOpening() {,no
 Nothing to by default,},yes
 Auto generated method stub,return null;,yes
 Auto generated method stub,return false;,yes
 Auto generated method stub,return null;,yes
 Auto generated method stub,return null;,yes
 Auto generated method stub,return null;,yes
 Auto generated method stub,return null;,yes
 Auto generated method stub,,yes
 Auto generated method stub,return false;,yes
 Auto generated method stub,,yes
 Auto generated method stub,,yes
 Auto generated method stub,,yes
 Auto generated method stub,return false;,yes
 Auto generated method stub,return null;,yes
 Auto generated method stub,,yes
 Auto generated method stub,return false;,yes
 Auto generated method stub,,yes
 Auto generated method stub,return null;,yes
 Auto generated method stub,,yes
 Auto generated method stub,return 0;,yes
 Auto generated method stub,return null;,yes
 Auto generated method stub,,yes
 Auto generated method stub,return null;,yes
 Auto generated method stub,return null;,yes
 Auto generated method stub,return null;,yes
 Auto generated method stub,return null;,yes
 Auto generated method stub,,yes
 Auto generated method stub,,yes
 Auto generated method stub,return 0;,yes
 Auto generated method stub,return null;,yes
 Auto generated method stub,return null;,yes
 Auto generated method stub,,yes
 Auto generated method stub,,yes
 Auto generated method stub,return null;,yes
 Auto generated method stub,return null;,yes
 Auto generated method stub,return null;,yes
 Auto generated method stub,return null;,yes
 Auto generated method stub,return null;,yes
 Auto generated method stub,return null;,yes
 Auto generated method stub,return null;,yes
 Auto generated method stub,return null;,yes
 Auto generated method stub,return null;,yes
 Auto generated method stub,return null;,yes
 Auto generated method stub,return false;,yes
 Auto generated method stub,,yes
 Auto generated method stub,,yes
 Auto generated method stub,return null;,yes
 Auto generated method stub,return null;,yes
 Auto generated method stub,return null;,yes
 Auto generated method stub,return null;,yes
 Auto generated method stub,,yes
 Auto generated method stub,return null;,yes
 Auto generated method stub,,yes
 Auto generated method stub,,yes
 Auto generated method stub,return 0;,yes
